jfajlsdfjl,jakldfjl
10054,7,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
10140,7,11,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,1,2,4,0,0,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,6,5,0
10856,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
10984,3,1,2,0,0,1,1,2,2,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,1,2,1,2,4,0,2,0,2,1,0,2,10,0,0,1,1,0,2,24,0,4,1,1,1,0,0,0,0,1,0,2,1,1,0,10,1,1
11106,7,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
11459,2,3,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,2,0,0,2,0,2,1,4,0,6,0,111,0,0,0,0,10,1,6,0,3,0,1,3,1,0,0,0,0,0,2,0,7,0,0
11546,4,1,3,0,0,1,1,2,2,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1,2,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,21,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,1,1,1
11583,5,1,2,0,0,1,0,2,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,8,0,1,0,0,0,0,4,1,2,2,0,2,0,1,1,0,2,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,14,1,0
11643,3,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,5,0,2,0,2,2,0,3,10,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,3,0,2,1,1,0,10,1,0
11772,7,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,3,10,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,11,6,0
11822,7,1,2,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,0,0,0,0,2,2,0,10,5,0
11884,4,3,1,0,4,1,1,2,2,1,0,0,4,3,3,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,2,4,0,2,6,2,1,0,2,0,0,0,1,1,0,2,52,0,1,0,2,0,0,0,0,0,5,0,2,1,0,0,12,1,0
12782,7,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,5,0
12858,3,11,1,0,0,1,4,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,1,2,1,0,2,0,2,2,3,3,0,0,0,1,1,0,3,24,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
13095,7,1,1,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,2,1,0,0,4,1,2,6,0,2,0,1,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,4,0
13096,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13725,5,11,1,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,4,2,2,5,0,2,0,0,1,0,0,12,0,0,0,6,0,0,10,0,2,0,1,0,0,0,0,3,0,0,0,2,2,0,10,3,0
13946,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,3,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
14636,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,0,0,0,2,0,111,0,0,1,0,10,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0
14725,3,1,2,0,0,1,4,2,2,0,0,0,0,3,3,0,2,1,0,1,0,0,0,0,7,0,2,0,0,0,1,2,2,2,2,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,1,1,1,0,0,0,0,6,0,2,1,1,0,11,1,1
15031,6,1,1,0,0,1,4,2,2,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,4,2,1,0,0,1,1,0,2,21,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
15097,4,1,2,0,0,2,4,2,2,1,0,0,0,3,3,0,3,0,0,0,0,0,1,0,9,0,1,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,2,1,0,4,21,0,1,0,2,0,0,0,0,0,5,0,1,1,1,0,15,1,0
15196,6,1,1,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,2,1,0,0,4,1,1,3,0,1,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,6,4,0
16050,7,1,2,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,2,0,4,0,4,0,0,0,6,0,2,10,0,1,0,1,0,1,1,1,0,0,0,0,2,2,0,10,7,0
16159,3,1,1,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,3,0
16781,5,1,2,0,0,1,0,2,2,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,1,0,2,0,2,1,4,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,12,1,0
16866,5,1,1,0,0,1,3,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,2,2,0,0,0,1,1,0,2,10,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
16974,3,11,1,0,0,1,2,2,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,2,0,4,0,1,4,1,2,6,0,2,0,2,2,0,2,2,0,0,1,1,0,2,10,0,6,0,3,0,0,0,0,0,5,0,1,1,1,0,14,1,0
17246,4,1,1,0,0,1,4,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,2,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,11,1,1
17428,7,3,1,0,4,0,0,2,2,4,0,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,4,2,2,0,0,2,4,1,1,4,0,5,0,0,0,6,0,2,52,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,1,7,0
17675,4,1,2,0,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,8,0,2,2,0,0,0,4,1,2,3,0,2,0,2,1,2,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
17710,3,1,1,0,0,1,5,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,1,0,1,1,1,0,10,1,0
17802,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,2,0,0,0,2,0,211,0,6,1,0,24,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,6,7,0
18193,6,1,1,0,0,8,4,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,7,1,2,0,0,0,1,2,2,2,2,0,2,0,2,1,0,0,0,0,0,1,1,0,2,24,0,1,9,1,0,0,0,0,0,2,0,1,1,1,1,10,1,1
